"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"1929","111","285","5","nhà trọ thoát mát sạch đẹp luôn không gian yên tĩnh"
"1930","112","285","4","Bình thường tiền nào của nấy"
"1931","113","288","5","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"1932","114","288","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết, Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1933","115","288","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê. Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1934","116","288","5","Nhà trọ hiện đại, sạch sẽ, an ninh, yên tĩnh, đường truyền wifi mạnh, ngay mặt tiền đường chính thuận tiện cho việc đi lại"
"1935","117","289","4","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện! Sạch sẽ, an toàn, giá cả hợp lý"
"1936","118","289","4","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"1937","119","289","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ...Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1938","120","289","5","Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1939","121","290","4","Nhà trọ rộng rãi nhưng hơi nóng. Yên tâm yên tĩnh yên lòng"
"1940","122","290","5","Nhà trọ sạch sẽ, yên tĩnh, an ninh tốt. Phục vụ khách hàng tốt, phòng sạch sẽ"
"1941","123","290","4","An ninh chặt chẻ
Quản lí dân dư tốt
Không khí trong lành"
"1942","124","292","5","đang ở đây, sạch sẽ, an ninh được ưu tiên cao. Nhà trọ sạch sẽ, giá hợp lý, sẽ tuyệt vời hơn nếu gắn quạt hút vì hơi nóng.
"
"1943","125","292","5","Nhà trọ mới sạch đẹp, lối đi rất rộng và thoáng mát. Hẻm rộng có camera của công an, trong nhà trọ cũng có camera rất an ninh."
"1944","126","292","5","Giá cả hợp lý. An toàn, an ninh tốt. Gần Đại học Tây Đô."
"1945","127","292","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê. Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1946","128","292","5","Nhà trọ hiện đại, sạch sẽ, an ninh, yên tĩnh, đường truyền wifi mạnh, ngay mặt tiền đường chính thuận tiện cho việc đi lại"
"1947","129","292","5","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện! Sạch sẽ, an toàn, giá cả hợp lý"
"1948","130","294","4","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"1949","131","294","3","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1950","132","294","4","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1951","133","294","2","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"1952","134","294","2","nhà trọ thoát mát sạch đẹp luôn không gian yên tĩnh"
"1953","135","296","1","Bình thường tiền nào của nấy"
"1954","136","296","5","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"1955","137","296","4","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết, Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1956","138","296","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê. Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1957","139","296","5","Nhà trọ hiện đại, sạch sẽ, an ninh, yên tĩnh, đường truyền wifi mạnh, ngay mặt tiền đường chính thuận tiện cho việc đi lại"
"1958","140","296","1","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện! Sạch sẽ, an toàn, giá cả hợp lý"
"1959","141","296","5","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"1960","142","297","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ...Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1961","143","297","4","Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1962","144","297","5","Nhà trọ rộng rãi nhưng hơi nóng. Yên tâm yên tĩnh yên lòng"
"1963","145","297","4","Phòng k sạch lắm
Giá cả hợp lí"
"1964","146","297","2","An ninh , giá cả hợp lý"
"1965","147","297","3","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"1966","148","297","5","Xóa bài đánh giá 1 sao để cao điểm bình chọn ảo? Làm ăn gian lận vậy ad?"
"1967","149","298","5","Phòng nầy bao tiền 1 tháng vậy các bạn"
"1968","150","298","5","Nhà trọ rộng rãi, thoáng mát."
"1969","151","298","5","Nhìn khách quan thì nhà trọ sạch đẹp an toàn"
"1970","152","298","4","Nhà trọ tháng giá bình dân dành cho sinh viên"
"1971","153","298","5","Khá ổn nhà rộng, sạch sẽ."
"1972","154","298","5","Đường đi chưa tốt"
"1973","155","301","2","Có sân phơi đồ riêng, nhà để xe nữa, wifi, camera ..."
"1974","156","301","4","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"1975","157","301","4","Mọi thứ tuyệt vời"
"1976","158","301","3","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"1977","159","301","4","Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1978","160","301","1","Chủ trọ thân thiện dễ gần vui vẻ, trọ ở yên tĩnh. Phòng trọ rộng rãi thoáng mát, có nhiều camera, đặc biệt có chó giữ nhà rất giỏi."
"1979","161","301","2","Cho em hỏi còn phồng không ạ"
"1980","162","302","5","800k rất hài lòng, phòng trọ phù hợp giá tiền."
"1981","163","302","5","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"1982","164","302","3","nhà  trọ thoát mát sạch đẹp  luôn
không gia yên tĩnh nữa"
"1983","165","302","5","Bình thường tiền nào của nấy"
"1984","166","302","5","Buổi tối khá là yên tỉnh"
"1985","167","302","5","An ninh tốt"
"1986","168","303","4","Chủ trọ dễ thương lắm"
"1987","169","303","4","Phòng k sạch lắm
Giá cả hợp lí"
"1988","170","303","4","An ninh , giá cả hợp lý"
"1989","171","304","3","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"1990","172","304","5","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"1991","173","304","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết "
"1992","174","304","4","Đây là nhà nghỉ mà chủ có lối hành xử thô thiển nhất tui từng biết. Chủ người Bắc nói tục chửi thề với khách thật không ra gì"
"1993","175","304","1","Gần truòng ĐHCT"
"1994","176","305","5","Chỗ tui ở mà"
"1995","177","305","5","Nhà trọ sinh viên sạch, sinh viên vui vẻ"
"1996","178","305","3","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1997","179","305","2","Cho em hỏi nhà trọ 1tháng giá bao nhiêu vậy ạ"
"1998","180","306","2","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1999","181","306","1","Nhà trọ lớn 4*10m, có phòng khách, phòng ngủ, bếp, WC. An ninh, yên tĩnh, ko qui định giờ khóa cửa cố định, mỗi nhà có chìa khoá rào riêng. Giá cả hợp lí"
"2000","182","306","1","Nha tro dep, gia re"
"2001","183","306","5","Trọ khá khuất với lại tối ở trong phòng buổi sáng cx phải bật đèn"
"2002","184","306","4","Phòng trọ to, rộng, giá rẻ nhưng hay nghẹt cầu và đường lưu thông nội bộ rất bé"
"2003","185","306","2","An ninh"
"2004","186","307","3","Sạch sẽ, thoáng mát, tiện lợi"
"2005","187","307","3","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"2006","188","307","4","Nhà trọ cũng tạm được"
"2007","189","307","3","Nhậu vui quá,ae nhiệt tình"
"2008","190","307","5","Phòng trọ rẻ ,ăn ninh"
"2009","191","307","4","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"2010","192","310","4","Được"
"2011","193","310","5","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"2012","194","310","5","Không tiện nghi"
"2013","195","310","4","Wifi yếu quá"
"2014","196","310","5","Sạch sẽ đầy đủ tiện nghi an ninh"
"2015","197","310","4","Nóng, hôi cống và hơi ồn."
"2016","198","313","5","Nha tro moi sach dep, gia binh dan"
"2017","199","313","5","NÓNG, wifi yếu xài ko đc"
"2018","200","313","4","Phòng có nhiều chuột và gián."
"2019","201","313","5","Đồng ý"
"2020","202","313","4","Ok"
"2021","203","313","5","Chỗ ở thì ổn nhưng xung quanh thiếu tiệm tạp hóa, chỉ có duy nhất 1 tiệm, tiệm này bán công buổi trưa và chiều nhưng giá khá chác, 20k."
"2022","204","314","4","Được"
"2023","205","314","5","Nhà trọ thoáng mát, sạch sẽ, an ninh trật tự tốt."
"2024","206","314","4","An ninh tốt, quản lí thân thiện, đường vào trọ không quá xa, điện nước giá theo quy định, phòng còn mới, phòng không bị ngập nước"
"2025","207","314","5","Nhà rộng, sạch sẽ, quản lí nhiệt tình vui vẻ
Tuy nhiên, phòng 34 cửa toilet chưa được sửa chữa, nhiều gián ( sợ nhất con này), lối đi chật, dắt xe hk ra được."
"2026","208","314","4","Nhà khá sâu trong hẻm, xe 4 bánh chưa thực sự vào được, cúp điện thường xuyên vào mùa mưa, đường vắng nhiều khúc cua nguy hiểm khi đi hẻm 112 đường 3/2 vào."
"2027","209","314","5","Nhà trọ mới đẹp, có điều vào hẻm sâu quá"
"2028","210","318","5","Quá nhiều gián"
"2029","211","318","5","Không tốt"
"2030","212","318","5","Tốt"
"2031","213","318","5","Nhà trọ văn minh, lịch sự"
"2032","214","318","3","Tiếc là"
"2033","215","318","5","Nhà trọ có camera an ninh, giờ tự do, có khóa cổng chính, phòng làm ổ khóa ko kiên cố cho lắm, tuy nhiên nhiều phòng nên ko có chuyện ng lạ vào bẻ khóa mà ko ai hay. Chổ để xe nhỏ và để chung ở góc cầu thang dễ mất nếu có nội gián trong nhà trọ!"
"2034","216","318","5","Nhà trọ Phược Lộc 63X Tổ 10"
"2035","217","319","5","Thấy tạm được có điều đường chưa được ok lắm, và đi vào ban đêm ko đc an toàn cho lắm"
"2036","218","319","5","Nhà trọ là phải lưu ý bị trộm, do nhiều người ra vào và có kẻ xấu trà trộn với mọi hình thức. Nên cẩn thận cửa nẻo dù chỉ quay mặt vô tolet."
"2037","219","319","5","Sạch swx. Thoáng mát. Lịch sự. Giá cả phải chăng."
"2038","220","319","5","Khá ổn nhưng ngõ vào thì hẹp với đường xấu"
"2039","221","319","4","Giơ dáy. Ngập nước"
"2040","222","320","5","Mọi thứ đều ổn cho tới mùa nước lên và có phòng bị trộm đồ"
"2041","223","320","5","Khá yên tĩnh! 1 lựa chọn khá tốt"
"2042","224","320","5","Giá sinh viên"
"2043","225","320","5","Cũng tạm... kem cheese ngọt quá"
"2044","226","320","4","cũng duoc"
"2045","227","322","4","Nhân viên rất oke, trà sữa tạm"
"2046","228","322","5","Bình dân"
"2047","229","322","5","Sạch sẽ"
"2048","230","322","4","Nhờ Bạn đánh giá vậy !"
"2049","231","322","5","Hơi ẩm"
"2050","232","322","4","Tiện nghi"
"2051","233","322","5","Nhà trọ đáng để thuê"
"2052","234","323","5","Nhà trọ an ninh tốt"
"2053","235","323","5","Dk"
"2054","236","323","5","Tạm chấp nhận được"
"2055","237","323","5","Đươc"
"2056","238","323","5","Tam duoc"
"2057","239","324","4","Thoáng mát,  an ninh"
"2058","240","324","3","ngập"
"2059","241","324","4","Duoc"
"2060","242","324","2","Dơ lắm"
"2061","243","328","2","Tôi đã sống ở đây được 5 năm ..."
"2062","244","328","1","Ok"
"2063","245","328","5","Good"
"2064","246","328","4","Good"
"2065","247","328","5","Nhà trọ thoáng mát, sạch sẽ, yên tĩnh. Sáng thức giấc không gian bình yên như ở quê. Rất thoải mái. Giá cả hợp lý, an ninh, không gian thoáng. Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"2066","248","329","5","Giá cả hợp lý, an ninh, không gian thoáng"
"2067","249","329","1","Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"2068","250","329","5","Rất tốt"
"2069","251","329","5","Rất tốt"
"2070","252","329","4","Tot"
"2071","253","332","5","Tot"
"2072","254","332","4","Tot"
"2073","255","332","2","Tot"
"2074","256","332","3","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"2075","257","332","5","Phu hop cho sinh vien"
"2076","258","332","5","Binh dan"
"2077","259","332","5","Nhà trọ tự quản. Rất thích"
"2078","260","333","5","Tuyệt vời"
"2079","261","333","4","Tốt"
"2080","262","333","5","Nhà trọ sạch sẽ, giá hợp lý, sẽ tuyệt vời hơn nếu gắn quạt hút vì hơi nóng."
"2081","263","333","5","Nhà trọ an ninh, sạch sẽ"
"2082","264","333","2","Bình dân"
"2083","265","333","4","Nhà trọ sạch sẽ, yên tĩnh, an ninh tốt "
"2084","266","333","4","Phục vụ khách hàng tốt, phòng sạch sẽ"
"2085","267","334","3","
An toàn, rộng rãi, giá cả hợp lý."
"2086","268","334","4","thuận tiện"
"2087","269","334","1","Thoáng mát, không có wifi. Giá trung bình"
"2088","270","334","2","Nhà trọ sạch sẽ, sang trọng, an ninh, wifi mạnh, chủ dễ thương"
"2089","271","334","5","Nhà Trọ khang trang sạch đẹp quá
sân đậu xe rộng rãi
Nhà mặt hướng ra sông hứng gió cực mát"
"2090","272","334","5","Nhà trọ như Khách sạn. Trưen trục đường xuống chợ đầu mối, bến Ninh Kiều"
"2091","273","335","3","Nhà trọ 17 60 phòng xây dựng mới với nhiều mức giá phù hợp cho các đối tượng, trang thiết bị mới, đầy đủ tiện nghi, máy điều hòa quạt, giường gỗ, hệ thống nước nóng lạnh, các thiết bị WC mới, phục vụ giặt ủi, bảo vệ 24/24, dịch vụ vệ sinh hằng ngày"
"2092","274","335","5","Nhà trọ ok , đường đi gần trường đại học , không bị ngập lụt thoáng mát sạch sẽ thích hợp cho sinh viên đo học thuê ở , ở đây thoáng mát dễ đi chuyển đi học , mọi người xung quabh rất vui vẻ và hoà đồng có nhiều bạn sinh viên đi học ở đây rất tiện lợi , nước điện xài rất ok có đường đi để xe thì rộng bà chủ dê thương rất ok bạn bè giới thiệu nên biết chỗ này ở"
"2093","275","335","5","Tốt sạch sẽ. Đây là nhà trọ tháng."
"2094","276","335","5","Hoa"
"2095","277","335","4","Chất lượng không tốt,  có ông quản lý khó chịu, mông các bạn tránh xa ra , cái thể loại khó ưa lắm , đây là cảm nhận của các bạn ở đây và tôi cũng thế , có hưa j kieu sửa trần thân, mới đầu nói j cũng hay lắm , ở đi rồi mấy bạn sẽ biết , đó là ý kiến của mình chỉ mong các bạn nên  tránh ."
"2096","278","337","4","Kém vô cùng quản lý khó chịu , mới đầu j cũng đc về sau như cức , đụng đâu sủa đó, mong các bạn k nên ở đây"
"2097","279","337","4","Kém , k nên ở"
"2098","280","337","3","Yên tâm yên tĩnh yên lòng"
"2099","281","337","5","Kém chất lượng. Không có đóng cừ mà lên lầu.nên nền bị lúng,nguy hiểm."
"2100","282","337","5","Cũng tạm được"
"2101","283","338","4","Tốt"
"2102","284","338","1","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"2103","285","338","5","Sống sao cho thỏa ơn trời ban cho"
"2104","286","338","5","Tốt nhưng đắt"
"2105","287","338","3","Tuyệt vời!"
"2106","288","338","2","Nhà Trọ Cô Tuyết đạt chuẩn nhà trọ văn minh tiêu biểu."
"2107","289","339","2","Nhà trọ yên tĩnh"
"2108","290","339","1","Kinh ngạc. Làm tốt lắm"
"2109","291","339","1","Gia binh dân"
"2110","292","339","5","Phù hợp cho sinh viên"
"2111","293","339","4","Phòng bình thường, nhưng giá hơi cao. 1 đêm 180k. Giá gần bằng ks luôn rồi."
"2112","294","340","2","Phòng nhỏ giá hơi cao. Không có chỗ giữ xe. Phải đưa xe vào phòng."
"2113","295","340","3","Tạm ổn.đi lại hơi bất tiện"
"2114","296","340","3","Tốt"
"2115","297","340","4","Tốt"
"2116","298","341","3","Tốt"
"2117","299","341","5","Tốt"
"2118","300","341","4","Nhà trọ an ninh tốt, sạch đẹp, thoáng mát, an toàn."
"2119","301","341","4","Sạch sẽ, đẹp và khang trang"
"2120","302","341","5","Nhà trọ sạch sẽ. Rộng rãi chỉ có điều là wifi yếu quá yếu"
"2121","303","342","5","Trọ nhiều phòng sạch sẽ tốt an ninh."
"2122","304","342","4","Rộng, đẹp"
"2123","305","342","5","Vâng"
"2124","306","342","4","Dơ. Nóng nực"
"2125","307","343","5","Nhà trọ dơ chủ nói chuyện rất md"
"2126","308","343","5","Trọ lớn mà kiếm hoài ko thấy"
"2127","309","343","4","có xảy ra trộm cắp mất xe giờ lắp camera"
"2128","310","345","5","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"2129","311","345","4","Giá bình dân"
"2130","312","345","5","Nóng nực"
"2131","313","345","4","Dai va rong"
"2132","314","349","5","Tồi tệ"
"2133","315","349","4","Nhà trọ giá sinh viên, phòng mới xây, rộng rãi."
"2134","316","349","5","Phòng thoáng rộng, gió mát và nắng nhiều"
"2135","317","349","4","Yên tĩnh, rộng rãi"
"2136","318","349","5","trọ phù hợp với sinh viên , tiện việc đi học và đi làm do giờ tự do"
"2137","319","349","5","nhà trọ thoải mái, chủ yếu sinh viên, chủ trọ còn trẻ nên khá oki"
"2138","320","350","5","nhà trọ sạch sẽ, khách trọ là sinh viên nên thoải mái"
"2139","321","350","5","10 năm trước đây mình từng ở nơi đây , chủ nhà trọ rất thương người lao động , đặc biệt là sinh viên ."
"2140","322","350","5","Giá cả phải chăng, có wiffi free mạnh nữa."
"2141","323","350","3","Vâng"
"2142","324","350","5","Ghé chơi chỗ bạn ở"
"2143","325","352","5","Quá rẽ cho ae"
"2144","326","352","5","Chỗ ở tốt"
"2145","327","352","5","Rất tốt"
"2146","328","352","5","Rất tốt"
"2147","329","352","5","Được"
"2148","330","352","4","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"2149","331","354","5","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"2150","332","354","5","Phòng sạch, giá phải chăng"
"2151","333","354","5","Tốt"
"2152","334","354","5","Tốt"
"2153","224","354","4","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"2154","225","355","4","Nhà trọ mới xây rộng rãi, thoáng mát, sạch sẽ."
"2155","226","355","5","Chổ ở thoáng mát, giá hợp lý. Ở phòng 3 người 1 giường đôi 1 giường đơn mà giá chỉ 200k."
"2156","227","355","5","Chủ khách sạn rất tốt và lịch sự , phòng rất oke"
"2157","228","355","4","170k/đêm, phòng máy lạnh. Sạch sẽ, gọn gàng."
"2158","229","355","5","Tạm ổn.đi lại hơi bất tiện"
"2159","230","356","4","Giá rẻ"
"2160","231","356","5","gắn bó suốt gần 5 năm thời sinh viên"
"2161","232","356","5","An ninh tốt,sạch sẽ"
"2162","233","356","5","Tốt"
"2163","234","356","5","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"2164","235","357","5","Đây là nhà trọ ấm cúng nhất."
"2165","236","357","5","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"2166","237","357","4","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"2167","238","357","3","Có camera an ninh. Giá rẻ. Phòng rộng"
"2168","239","357","4","có camera giám sát an ninh ok"
"2169","240","357","2","Sạch sẽ thoanga mát"
"2170","241","358","2","Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"2171","242","358","1","Không an toàn"
"2172","243","358","5","Tốt"
"2173","244","358","4","Tốt"
"2174","245","358","5","Tốt"
"2175","246","358","5","Khá ổn.

Giá phòng quạt lúc mình đặt là: 80.000₫/đêm.

Phòng sạch sẽ, không gian ổn, giá cả hợp lý, thích hợp du lịch bụi ghé ở đêm."
"2176","247","359","1","Phòng ở đây nhìu ko, mỗi phòng có rộng ko. Em định lại thuê
Xin cho ý kiến"
"2177","248","359","5","Nơi lưu trú an toàn giá ok cho những bạn đi du lịch tự túc."
"2178","249","359","5","Phòng ổn, bình dân nhưng cũng khá thoải mái"
"2179","250","359","4","Giá cao, dịch vụ ổn. Ko chê"
"2180","251","359","5","Giá thành hợp lý,  phù hợp với Sinh Viên ."
"2181","252","359","4","Giá bình dân , yên tỉnh và sạch sẽ. Gần chợ nổi Cái Răng"
"2182","253","359","2","Phòng sạch sẽ, thoáng
Giá cả hợp lý"
"2183","254","360","3","Nhà trọ sạch sẽ, yên tĩnh, thoáng mát đúng là nơi cho sinh viên sinh hoạt trong những năm ăn học tại giảng đường đại học."
"2184","255","360","5","Tiện lợi, sạch sẽ, thoáng mát, thoải mát, chủ nhà trọ hiền, hòa đồng, vui tươi"
"2185","256","360","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"2186","257","360","5","Ko an toàn"
"2187","258","362","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"2188","259","362","4","Khu nhà trọ cả trăm phòng, nhiều dãy, điện nước rẻ, an toàn, phù hợp cho sinh viên, cán bộ thuê lâu dài"
"2189","260","362","5","Nha  ve  sinh do"
"2190","220","362","5","Thoáng mát. Sạch sẽ. Ông chủ vô cùng tận tình."
"2191","221","362","2","Tuyệt vời.."
"2192","222","362","4","Nhà trọ có bảo vệ và an ninh không?"
"2193","223","362","4","tạm ổn ... :)"
"2194","224","363","3","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"2195","225","363","4","cho con xin hình ảnh, với sđt chủ trọ với ạ, có zalo càng tốt ạ. con cảm ơn"
"2196","226","363","1","Gia đình chủ trọ này hay quát nạt khách thuê trọ, nhiều lần đuổi khách đi, gia đình này từ lớn đến bé đều ăn nói rất vô duyên, làm ăn kiểu giàu quá rồi ko cần khách, thậm chí xứng đáng gọi là mất dạy, bà già thì chửi như hát hay, còn thằng con thì xăm trổ đầy người khi khách có chuyện gì bất hoà thì thường xuyên đánh khách."
"2197","227","363","2","Nơi ở yên tĩnh an toàn thoáng mát"
"2198","228","363","5","Nhà trọ đẹp"
"2199","229","364","5","Hơi bị nóng"
